species	type	filename	invalid_chars	record_count	example_seq_id
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	RW	33	novel_model_290_5b2d4e4c
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MRSY	32	g8178.t1.1.5b2d4a2d
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KRWY	31	g35191.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	SY	30	g37831.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMR	26	g27399.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MRSWY	24	g2904.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	RS	22	g37251.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	RSWY	20	g14460.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MW	17	g48226.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KRS	17	g38550.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KM	13	g15129.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MRW	13	g33453.t1.1.5b2d4a2e
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KRSW	12	g9563.t1.1.5b2d4a2f
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMRW	12	g48013.t1.3.5b2d4a25
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KRW	12	g26131.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KW	11	g33980.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	RSW	10	g43549.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KSY	10	g2946.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MRS	10	g26474.t1.1.5b2d4a2a
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MS	10	g28328.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMY	10	g35242.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MSY	10	g46575.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	SWY	9	g32586.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KWY	8	g7527.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KS	8	g27081.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	SW	7	g9520.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMSY	7	g44621.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MWY	7	g15286.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MSWY	6	g30759.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KSWY	6	g28431.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMSWY	4	g4751.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMRS	4	g41926.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMWY	4	g44077.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMRSW	3	g3739.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MRSW	3	g11982.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KSW	3	g11690.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	DKMRY	2	g6179.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	DK	2	g9685.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	HRY	2	g48770.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMS	2	g7524.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	DMSWY	2	g1711.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	HKMRWY	2	g42894.t1.2.5b2d4a34
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	KMW	2	g25478.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	DMR	1	g46189.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	MSW	1	g15031.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	HKY	1	g49084.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	D	1	g41475.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	HKMRSWY	1	g33375.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	BRWY	1	g5637.t1
Nepeta_cataria	CDS	Nepeta_cataria.rga.cds.fa	RVY	1	g29290.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRSWY	178	g13245.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	R	129	g17653.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	Y	118	g6179.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RY	111	novel_model_402_5b2c74cd
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRWY	60	g27826.t1.2.5b2c7c80
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRY	58	g13036.t1.1.5b2c9584
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRSWY	52	g18708.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RWY	52	g17431.t1.1.5b2c7c78
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRSY	51	g13235.t1.1.5b2c7c7f
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRY	51	g2990.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RSY	51	g27192.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRWY	48	g20108.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRY	44	g1284.t1.1.5b2c7c79
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRSWY	43	g10209.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RSWY	43	g17273.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRSY	32	g21668.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRSY	32	g28492.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	W	31	g16028.t1.3.5b2c7c81
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MWY	30	g5932.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRWY	29	g6551.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	WY	28	g16647.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	K	28	g7517.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	M	27	g18022.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RW	25	g21835.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MR	24	g11842.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	S	22	g13082.t1.1.5b2c7c7f
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MY	22	g25270.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	SY	21	g11797.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RS	16	g17652.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KY	12	g4429.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMSY	12	g20858.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KR	12	g7480.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	RSW	12	g2729.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	SWY	11	g7278.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMY	11	g18717.t1.1.5b2c7c79
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMR	11	g12236.t1.1.5b2c7c7f
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRS	11	g25268.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	SW	10	g12210.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KWY	10	g14430.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KSY	9	g25029.t1.1.5b2c7c7d
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MSWY	8	g27418.t1.2.5b2c7c7f
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMWY	7	g2198.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRSW	7	g10206.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRW	7	g7467.t1.2.5b2c7c7b
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRS	6	novel_model_151_5b2c74cd
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRSW	6	g18757.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRW	6	g5859.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRSW	6	g2056.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MSY	5	g17955.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMSWY	5	g17358.t1.5.5b2c7c78
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MW	5	g7006.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KM	4	g21210.t1.1.5b2c7c7a
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MS	3	g27820.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRW	3	g20228.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRS	3	g2667.t1.3.5b2c7c7e
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	DR	3	g14579.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KSWY	2	g19674.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	DMRWY	2	g16712.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KW	2	g1638.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	BRWY	1	g19419.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	DKMRSWY	1	g25366.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRSVWY	1	g24177.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRSVY	1	g18793.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	BMR	1	g26741.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	HR	1	g16154.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	HKMRSY	1	g18683.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	DKR	1	g14579.t1.2.5b2c7c80
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	HRWY	1	g26262.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MSW	1	g18663.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	BDKMRSWY	1	g21528.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRSVY	1	g18143.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	BDKMSWY	1	g12920.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KRVW	1	g11161.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	KMRVY	1	g26873.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	DMRSY	1	g7350.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	HMRSY	1	g7094.t1
Nepeta_mussinii	CDS	Nepeta_mussinii.rga.cds.fa	MRSVY	1	novel_model_252_5b2c74cd
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	R	5	Pjv1_00003582
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	Y	4	Pjv1_00024099
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	MRY	4	Pjv1_00028046
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	W	3	Pjv1_00003596
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	RY	3	Pjv1_00006342
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	WY	2	Pjv1_00000913
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KRSWY	2	Pjv1_00018598
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	S	2	Pjv1_00002101
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	MRWY	2	Pjv1_00027958
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KSY	2	Pjv1_00019486
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	MY	2	Pjv1_00027295
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KRSW	1	Pjv1_00007437
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	MW	1	Pjv1_00008951
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KMRSW	1	Pjv1_00018520
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KMW	1	Pjv1_00026963
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	MR	1	Pjv1_00028027
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KMRSWY	1	Pjv1_00010192
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	MRSWY	1	Pjv1_00010191
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KMRW	1	Pjv1_00028642
Polygonum_cuspidatum	CDS	Polygonum_cuspidatum.rga.cds.fa	KMWY	1	Pjv1_00005390
Porphyra_umbilicalis	CDS	Porphyra_umbilicalis.rga.cds.fa	S	1	Pum2487s0001.1
Primula_veris	CDS	Primula_veris.rga.cds.fa	R	112	BG8803470-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RY	101	BG8814781-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	Y	86	BG8810291-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KRY	26	BG8803619-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RWY	25	BG8807811-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	M	20	BG8808694-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRY	19	BG8813733-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MR	16	BG8815851-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RSY	15	BG8807572-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KR	14	BG8811213-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KY	13	BG8805907-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	K	13	BG8806856-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	W	13	BG8809807-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MY	12	BG8817853-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RW	11	BG8803744-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	S	10	BG8801962-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	WY	9	BG8805972-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMRSWY	8	BG8807334-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMRY	7	BG8805900-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KRSY	7	BG8801998-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RSWY	6	BG8801108-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	SY	6	BG8802011-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RS	6	BG8809527-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRSWY	5	BG8814028-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMRSY	5	BG8804985-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRWY	5	BG8803166-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMY	4	BG8807181-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMRWY	4	BG8811085-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KRW	4	BG8805590-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KW	3	BG8808865-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MWY	3	BG8816527-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRW	3	BG8814733-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KRWY	3	BG8813769-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MSY	3	BG8801750-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KRSWY	2	BG8801899-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRSY	2	BG8807335-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	SW	2	BG8816660-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	VWY	1	BG8806857-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	BKY	1	BG8816028-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRSV	1	BG8810683-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KS	1	BG8806391-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRS	1	BG8800321-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KM	1	BG8816584-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMSY	1	BG8815241-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	BMRSY	1	BG8812543-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	MRVW	1	BG8804100-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	KMR	1	BG8806074-T1
Primula_veris	CDS	Primula_veris.rga.cds.fa	RSW	1	BG8811420-T1
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFHIKLMPQRSVWY	1075	evm.model.Chr4.652
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFHIKLMPQRSVY	22	evm.model.Chr1.3369
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFHIKLMPQRSVW	6	evm.model.Chr1.4409
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFIKLMPQRSVWY	5	evm.model.Chr1.404
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	EFIKLMPQRSVY	1	evm.model.Chr5.124
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFHIKLMPRSVY	1	evm.model.Chr4.2873
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEIKLMPQSVY	1	evm.model.Chr6.1579
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFHIKLMPQRSV	1	evm.model.Chr6.1578
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEHIKLMPQRSVWY	1	evm.model.Chr2.1789
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEIKLMPQRSVWY	1	evm.model.Chr4.594
Prunus_salicina	CDS	Prunus_salicina.rga.cds.fa	DEFHIKLMQRSVY	1	evm.model.Chr4.1523
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFHIKLMPQRSVWY	2910	GWHTAAYT037899
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFHIKLMPQRSVY	32	GWHTAAYT012366
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFHIKLMPQRSVW	4	GWHTAAYT007288
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFIKLMPQRSVWY	3	GWHTAAYT014900
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFHIKLMPQRSV	2	GWHTAAYT024314
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFHIKLMQRSVWY	2	GWHTAAYT042817
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFIKLMPQRSVY	1	GWHTAAYT056340
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DFHIKLMPQRSVY	1	GWHTAAYT045160
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEHIKLMPQRSVWY	1	GWHTAAYT050997
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFILMPQSVY	1	GWHTAAYT043971
Pyrus_betulifolia	CDS	Pyrus_betulifolia.rga.cds.fa	DEFHKLMPQRSVWY	1	GWHTAAYT052126
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	R	72	KAE9447042.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	Y	71	KAE9454567.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RY	48	KAE9463730.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KRY	19	KAE9467545.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	S	17	KAE9457415.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RWY	17	KAE9465064.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	M	16	KAE9468013.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RW	16	KAE9462651.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MRWY	14	KAE9466461.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	W	14	KAE9446763.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MRY	13	KAE9453903.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KR	13	KAE9458390.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MY	13	KAE9451213.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RSY	13	KAE9466759.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	SY	13	KAE9453685.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MR	11	KAE9454012.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMRSWY	11	KAE9461467.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KRWY	8	KAE9464298.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KRSY	8	KAE9453729.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RS	8	KAE9447238.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMRY	8	KAE9460760.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KRSWY	7	KAE9448925.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	K	7	KAE9445531.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KY	6	KAE9460986.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	WY	6	KAE9449543.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RSWY	6	KAE9460178.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMRWY	5	KAE9459790.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MRSY	5	KAE9450643.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MRSWY	4	KAE9449102.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MWY	4	KAE9449254.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KRW	3	KAE9445813.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMRSY	3	KAE9458170.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KWY	3	KAE9456283.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	HY	3	KAE9450367.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	SWY	3	KAE9464409.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	SW	3	KAE9453931.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMR	2	KAE9444946.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMSW	2	KAE9449401.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KM	2	KAE9464697.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MW	1	KAE9457795.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KSY	1	KAE9456245.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KS	1	KAE9465114.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	RSW	1	KAE9449195.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MSWY	1	KAE9452638.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	BRSVY	1	KAE9450565.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	DH	1	KAE9452952.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	BRWY	1	KAE9446142.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMY	1	KAE9454499.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	HRY	1	KAE9444678.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MRW	1	KAE9463828.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MRS	1	KAE9454324.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KSWY	1	KAE9460114.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	HS	1	KAE9449779.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KRS	1	KAE9462758.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	KMRS	1	KAE9467910.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	MSY	1	KAE9462627.1
Rhododendron_williamsianum	CDS	Rhododendron_williamsianum.rga.cds.fa	DKY	1	KAE9448652.1
